id,root,root_pc,quality,is_seventh,symbol,pitch_names,pitch_classes,pcs_tuple
52,D,2,aug,False,Daug,"['D', 'F#', 'A#']","[2, 6, 10]","(2, 6, 10)"
53,D,2,dim,False,Ddim,"['D', 'F', 'Ab']","[2, 5, 8]","(2, 5, 8)"
54,D,2,maj7,True,Dmaj7,"['D', 'F#', 'A', 'C#']","[2, 6, 9, 1]","(1, 2, 6, 9)"
55,D,2,7,True,D7,"['D', 'F#', 'A', 'C']","[2, 6, 9, 0]","(0, 2, 6, 9)"
56,D,2,min7,True,Dm7,"['D', 'F', 'A', 'C']","[2, 5, 9, 0]","(0, 2, 5, 9)"
57,D,2,halfdim7,True,Dm7b5,"['D', 'F', 'Ab', 'C']","[2, 5, 8, 0]","(0, 2, 5, 8)"
58,D,2,dim7,True,Ddim7,"['D', 'F', 'Ab', 'Cb']","[2, 5, 8, 11]","(2, 5, 8, 11)"
59,D,2,it6,False,DIt6,"['Bb', 'D', 'G#']","[10, 2, 8]","(2, 8, 10)"
60,D#,3,maj,False,D#,"['D#', 'F##', 'A#']","[3, 7, 10]","(3, 7, 10)"
61,D#,3,min,False,D#m,"['D#', 'F#', 'A#']","[3, 6, 10]","(3, 6, 10)"
62,D#,3,sus2,False,D#sus2,"['D#', 'E#', 'A#']","[3, 5, 10]","(3, 5, 10)"
63,D#,3,sus4,False,D#sus4,"['D#', 'G#', 'A#']","[3, 8, 10]","(3, 8, 10)"
64,D#,3,aug,False,D#aug,"['D#', 'F##', 'A##']","[3, 7, 11]","(3, 7, 11)"
65,D#,3,dim,False,D#dim,"['D#', 'F#', 'A']","[3, 6, 9]","(3, 6, 9)"
66,D#,3,maj7,True,D#maj7,"['D#', 'F##', 'A#', 'C##']","[3, 7, 10, 2]","(2, 3, 7, 10)"
67,D#,3,7,True,D#7,"['D#', 'F##', 'A#', 'C#']","[3, 7, 10, 1]","(1, 3, 7, 10)"
68,D#,3,min7,True,D#m7,"['D#', 'F#', 'A#', 'C#']","[3, 6, 10, 1]","(1, 3, 6, 10)"
69,D#,3,halfdim7,True,D#m7b5,"['D#', 'F#', 'A', 'C#']","[3, 6, 9, 1]","(1, 3, 6, 9)"
70,D#,3,dim7,True,D#dim7,"['D#', 'F#', 'A', 'C']","[3, 6, 9, 0]","(0, 3, 6, 9)"
71,D#,3,it6,False,D#It6,"['B', 'D#', 'G##']","[11, 3, 9]","(3, 9, 11)"
72,Eb,3,maj,False,Eb,"['Eb', 'G', 'Bb']","[3, 7, 10]","(3, 7, 10)"
73,Eb,3,min,False,Ebm,"['Eb', 'Gb', 'Bb']","[3, 6, 10]","(3, 6, 10)"
74,Eb,3,sus2,False,Ebsus2,"['Eb', 'F', 'Bb']","[3, 5, 10]","(3, 5, 10)"
75,Eb,3,sus4,False,Ebsus4,"['Eb', 'Ab', 'Bb']","[3, 8, 10]","(3, 8, 10)"
76,Eb,3,aug,False,Ebaug,"['Eb', 'G', 'B']","[3, 7, 11]","(3, 7, 11)"
77,Eb,3,dim,False,Ebdim,"['Eb', 'Gb', 'Bbb']","[3, 6, 9]","(3, 6, 9)"
78,Eb,3,maj7,True,Ebmaj7,"['Eb', 'G', 'Bb', 'D']","[3, 7, 10, 2]","(2, 3, 7, 10)"
79,Eb,3,7,True,Eb7,"['Eb', 'G', 'Bb', 'Db']","[3, 7, 10, 1]","(1, 3, 7, 10)"
